project_ID,longitude,latitude,total_c_to_2012,count,agriculture__actual_potential_yield_gap__2000,socioeconomics__local_economic_activity__1995,socioeconomics__urban_areas__1995
8723883742,85.388,27.6089,723255082.75,3937,3.0,960.439331055,2.0
8723883742,85.3634,27.4958,723255082.75,3937,3.0,960.439331055,1.0
8723883742,85.303,27.6211,723255082.75,3937,3.0,960.439331055,2.0
8723883742,85.4189,27.4712,723255082.75,3937,3.0,960.439331055,1.0
8723883742,85.3297,27.5935,723255082.75,3937,3.0,960.439331055,2.0
8723883742,85.31,27.5958,723255082.75,3937,3.0,960.439331055,2.0
8723883742,85.3742,27.5321,723255082.75,3937,3.0,960.439331055,1.0
8723883742,85.3306,27.5307,723255082.75,3937,3.0,960.439331055,1.0
8723883742,85.283,27.5635,723255082.75,3937,3.0,960.439331055,1.0
8723883742,85.3333,27.634,723255082.75,3937,3.0,960.439331055,2.0
8723883742,85.2603,27.5449,723255082.75,3937,3.0,960.439331055,1.0
8723883742,85.2969,27.5901,723255082.75,3937,3.0,960.439331055,1.0
8723883742,85.3675,27.4432,723255082.75,3937,3.0,960.439331055,1.0
8723883742,85.3663,27.6204,723255082.75,3937,3.0,960.439331055,2.0
8723883742,85.3985,27.4981,723255082.75,3937,3.0,960.439331055,1.0
8723883742,85.3182,27.4822,723255082.75,3937,3.0,960.439331055,1.0
