project_ID,longitude,latitude,total_c_to_2010_USD2011,count,agriculture__actual_potential_yield_gap__2000,socioeconomics__local_economic_activity__1995,socioeconomics__urban_areas__1995
8729922440,31.35513,-0.00825,1634688.72,2,0.0,893.468200684,1.0
8729922440,29.73,-0.75,1634688.72,2,0.0,893.46875,1.0
8729924486,32.5,1.25,67950107.22,7,0.0,893.468688965,1.0
8729924486,30.1,-0.45,67950107.22,7,0.0,893.468444824,1.0
8729924486,31.70829,1.72384,67950107.22,7,0.0,893.468811035,1.0
8729924486,32.3428,2.80828,67950107.22,7,0.0,893.46875,1.0
8729924486,34.215,1.135,67950107.22,7,0.0,893.46862793,1.0
8729924486,32.89464,2.23932,67950107.22,7,0.0,893.46875,2.0
8729924486,30.19,0.71,67950107.22,7,0.0,893.46862793,1.0
8729925127,34.13333,1.36667,4230490.95,38,0.0,893.46862793,1.0
8729925127,32.6,1.902,4230490.95,38,0.0,893.468688965,1.0
8729925127,31.16667,2.96667,4230490.95,38,0.0,893.46862793,1.0
8729925127,32.43001,2.85604,4230490.95,38,0.0,893.46875,1.0
8729925127,34.42,1.3333,4230490.95,38,0.0,893.46862793,1.0
8729925127,33.336,3.406,4230490.95,38,0.0,893.468383789,1.0
8729925127,34.1,3.0,4230490.95,38,0.0,893.46862793,1.0
8729925127,33.95,1.5,4230490.95,38,0.0,893.468688965,1.0
8729925127,32.953,2.274,4230490.95,38,3.0,893.46875,1.0
8729925127,31.743,1.569,4230490.95,38,0.0,893.468811035,1.0
8729925127,34.191,1.016,4230490.95,38,0.0,893.46862793,1.0
8729925127,34.64395,2.6389,4230490.95,38,0.0,893.46862793,1.0
8729925127,31.72,3.65,4230490.95,38,0.0,850.879638672,2.0
8729925127,31.26293,2.46732,4230490.95,38,0.0,893.46862793,1.0
8729925127,33.77977,1.22593,4230490.95,38,0.0,893.468688965,1.0
8729925127,33.59432,1.78481,4230490.95,38,0.0,893.468688965,1.0
8729925127,34.08333,0.75,4230490.95,38,0.0,893.46862793,1.0
8729925127,31.75,3.25,4230490.95,38,0.0,893.468811035,1.0
8729925127,34.00421,0.41762,4230490.95,38,3.0,940.746032715,1.0
8729925127,34.04753,1.92157,4230490.95,38,0.0,893.46862793,1.0
8729925127,33.22576,1.75732,4230490.95,38,0.0,893.468688965,1.0
8729925127,34.59601,1.90718,4230490.95,38,0.0,893.46862793,1.0
8729925127,32.8,2.956,4230490.95,38,0.0,893.46875,1.0
8729925127,34.314,1.157,4230490.95,38,0.0,893.46862793,1.0
8729925127,31.28243,3.52354,4230490.95,38,0.0,893.468811035,1.0
8729925127,33.75,2.75,4230490.95,38,0.0,893.468811035,1.0
8729925127,32.83333,1.63333,4230490.95,38,0.0,893.468688965,1.0
8729925127,33.66667,2.08333,4230490.95,38,0.0,893.468811035,1.0
8729925127,32.0,3.0,4230490.95,38,0.0,893.46875,1.0
8729925127,33.99221,1.05249,4230490.95,38,0.0,893.468688965,1.0
8729925127,31.39353,1.96389,4230490.95,38,0.0,893.468811035,-9999.0
8729925127,33.94498,0.89076,4230490.95,38,0.0,893.468994141,1.0
8729925127,33.06137,1.93607,4230490.95,38,0.0,893.468688965,1.0
8729925127,34.0,3.58333,4230490.95,38,0.0,893.467956543,1.0
8729925127,31.0,3.5,4230490.95,38,0.0,893.468811035,1.0
8729925127,30.92516,3.25091,4230490.95,38,0.0,228.469985962,1.0
8729925127,32.50072,2.38129,4230490.95,38,0.0,893.46875,1.0
8729925127,34.66778,1.27115,4230490.95,38,0.0,660.955322266,1.0
8729926105,32.5,1.25,35241196.74,1,0.0,893.468688965,1.0
